CardNumber,Department,postDate,transDate,Time,Merchant,DriverID,Units,UnitCost,fuelCost,nonFuelCost,GrossCost,netCost
0220 - 1,UNASSIGNED,10/20/2021,10/18/2021,2:18:00 PM,EXXONMOB,308828,12.902,$3.24 ,$41.79 ,$20.00 ,$61.79 ,$41.79 
0221 - 1,UNASSIGNED,10/20/2021,10/18/2021,3:50:00 PM,SHELL,124466,13.82,$3.40 ,$47.00 ,$0.00 ,$47.00 ,$47.00 
0277 - 1,UNASSIGNED,10/20/2021,10/18/2021,8:42:00 AM,SHELL,504657,11.83,$3.10 ,$36.68 ,$0.00 ,$36.68 ,$36.68 
0298 - 1,UNASSIGNED,10/20/2021,10/18/2021,11:18:00 AM,SPINX,209782,8.731,$3.10 ,$27.06 ,$9.00 ,$36.06 ,$27.06 
0187 - 1,CM,10/20/2021,10/18/2021,5:40:00 PM,RACETRAC,6426,12.284,$3.10 ,$38.07 ,$0.00 ,$38.07 ,$38.07 
0250 - 1,CM,10/20/2021,10/18/2021,3:44:55 PM,CIRCLE K,805334,11.85,$3.25 ,$38.50 ,$0.00 ,$38.50 ,$38.50 
0174 - 2,LO,10/20/2021,10/18/2021,9:29:25 AM,MARATHON,403564,8.655,$3.06 ,$26.48 ,$0.00 ,$26.48 ,$26.48 
0001 - 1,BBPORT,10/20/2021,10/18/2021,10:36:47 AM, ,309846,13.828,$3.40 ,$47.00 ,$0.00 ,$47.00 ,$47.00 
0007 - 4,BBPORT,10/20/2021,10/18/2021,10:58:00 AM,UNBRANDED,306430,11.766,$3.20 ,$37.64 ,$0.00 ,$37.64 ,$37.64 
0259 - 1,BBPORT,10/20/2021,10/18/2021,9:11:00 AM,EXXONMOB,308627,10.75,$3.30 ,$35.46 ,$0.00 ,$35.46 ,$35.46 
0194 - 1,RMDUNCAN,10/21/2021,10/18/2021,10:29:20 AM,QUIKTRIP,207134,16.056,$3.08 ,$49.44 ,$0.00 ,$49.44 ,$49.44 
0017 - 1,BBGREEN,10/20/2021,10/18/2021,5:19:28 PM,CIRCLE K,305728,15.165,$3.13 ,$47.45 ,$0.00 ,$47.45 ,$47.45 
0261 - 1,BBGREEN,10/20/2021,10/18/2021,2:28:00 PM,SUNOCO,302626,22.972,$3.32 ,$76.24 ,$0.00 ,$76.24 ,$76.24 
0018 - 2,CMSAV,10/20/2021,10/18/2021,9:22:00 AM,ENMARK,203920,6.389,$3.15 ,$20.12 ,$0.00 ,$20.12 ,$20.12 
0018 - 2,CMSAV,10/20/2021,10/18/2021,5:37:00 PM,BP,203920,5.671,$3.25 ,$18.43 ,$0.00 ,$18.43 ,$18.43 
0294 - 1,CMSAV,10/21/2021,10/18/2021,5:47:00 PM,UNBRANDED,204558,20.559,$3.30 ,$67.82 ,$0.00 ,$67.82 ,$67.82 
0026 - 1,CMCP,10/20/2021,10/18/2021,6:24:41 PM,CHVRNWF,3176,12.168,$3.19 ,$38.80 ,$0.00 ,$38.80 ,$38.80 
0183 - 2,CMGAINS,10/20/2021,10/18/2021,2:31:30 PM,FLYING J,7679,16.565,$3.23 ,$53.49 ,$0.00 ,$53.49 ,$53.49 
0241 - 1,CMATHENS,10/20/2021,10/18/2021,8:17:00 AM,RACETRAC,2178,18.422,$3.05 ,$56.17 ,$0.00 ,$56.17 ,$56.17 
0253 - 1,CMATHENS,10/20/2021,10/18/2021,1:51:47 PM,7-ELEVEN,3887,5.964,$3.10 ,$18.48 ,$0.00 ,$18.48 ,$18.48 
0260 - 1,CMATHENS,10/20/2021,10/18/2021,12:34:00 PM,BP,8239,9.725,$3.16 ,$30.72 ,$0.00 ,$30.72 ,$30.72 
0297 - 1,CMATHENS,10/20/2021,10/18/2021,7:06:00 PM,DIAMOND,8581,21.334,$3.20 ,$68.25 ,$0.00 ,$68.25 ,$68.25 
0258 - 2,LOPADU,10/20/2021,10/18/2021,7:31:00 AM,MURPHY USA,403215,5.929,$2.91 ,$17.25 ,$0.00 ,$17.25 ,$17.25 
0264 - 1,LOPADU,10/21/2021,10/18/2021,3:36:52 PM,UNBRANDED,402539,7.259,$3.10 ,$22.50 ,$0.00 ,$22.50 ,$22.50 
0050 - 1,LOMURR,10/20/2021,10/18/2021,2:36:00 PM,HUCKS,403236,10.655,$2.90 ,$30.89 ,$0.00 ,$30.89 ,$30.89 
0160 - 1,LOMURR,10/20/2021,10/18/2021,11:14:00 AM,HUCKS,400752,19.903,$2.90 ,$57.70 ,$0.00 ,$57.70 ,$57.70 
0062 - 1,PAWILDER,10/20/2021,10/18/2021,4:50:00 PM,DIAMOND,501114,17.961,$3.13 ,$56.20 ,$0.00 ,$56.20 ,$56.20 
0095 - 1,PAWILDER,10/20/2021,10/18/2021,9:43:47 AM,SPEEDWAY,508048,13.545,$3.10 ,$41.98 ,$0.00 ,$41.98 ,$41.98 
0151 - 1,PAWILDER,10/20/2021,10/18/2021,12:01:27 PM,SPEEDWAY,508993,9.122,$2.84 ,$25.94 ,$10.01 ,$35.95 ,$25.94 
0177 - 1,PAWILDER,10/20/2021,10/18/2021,2:20:00 PM,SUNOCO,506985,13.855,$3.26 ,$45.15 ,$0.00 ,$45.15 ,$45.15 
0188 - 1,PAWILDER,10/20/2021,10/18/2021,8:11:26 AM,SPEEDWAY,508441,15.522,$3.20 ,$49.65 ,$0.00 ,$49.65 ,$49.65 
0326 - 1,PAWILDER,10/20/2021,10/18/2021,2:06:00 PM,SHELL,503910,9.87,$3.26 ,$32.20 ,$0.00 ,$32.20 ,$32.20 
0191 - 1,PAWILDER,10/21/2021,10/18/2021,9:47:41 AM,UNBRANDED,507519,14.92,$3.06 ,$45.64 ,$0.00 ,$45.64 ,$45.64 
0168 - 1,PAINDY,10/20/2021,10/18/2021,5:40:15 PM,SPEEDWAY,501627,25.017,$3.40 ,$85.03 ,$0.00 ,$85.03 ,$85.03 
0074 - 1,PALEX,10/20/2021,10/18/2021,12:07:51 PM,SPEEDWAY,507824,23.969,$3.13 ,$75.00 ,$0.00 ,$75.00 ,$75.00 
0214 - 4,PALEX,10/20/2021,10/18/2021,5:09:07 PM,SPEEDWAY,501864,11.881,$3.12 ,$37.06 ,$0.00 ,$37.06 ,$37.06 
0165 - 1,RMBEAU,10/20/2021,10/18/2021,11:21:00 AM,ENMARK,205315,24.172,$3.15 ,$76.12 ,$0.00 ,$76.12 ,$76.12 
0239 - 1,RMBEAU,10/20/2021,10/18/2021,3:21:34 PM,MARATHON,203757,9.157,$3.08 ,$28.19 ,$0.00 ,$28.19 ,$28.19 
0100 - 1,RMMYRTLE,10/20/2021,10/18/2021,9:39:26 AM,CIRCLE K,205253,17.816,$3.02 ,$53.79 ,$0.00 ,$53.79 ,$53.79 
0284 - 1,RMMYRTLE,10/20/2021,10/18/2021,3:34:30 PM,CIRCLE K,201791,22.447,$3.02 ,$67.77 ,$0.00 ,$67.77 ,$67.77 
0116 - 1,WHHRCHMN,10/20/2021,10/18/2021,11:27:00 AM,BP,608591,11.57,$3.20 ,$37.01 ,$0.00 ,$37.01 ,$37.01 
0118 - 2,WHHRCHMN,10/20/2021,10/18/2021,4:09:00 PM,WAWA,990495,10.418,$3.20 ,$33.33 ,$0.00 ,$33.33 ,$33.33 
0138 - 1,CMTWATER,10/20/2021,10/18/2021,9:11:11 AM,IRVING,801911,22,$3.36 ,$73.90 ,$0.00 ,$73.90 ,$73.90 
0185 - 1,CMTWATER,10/20/2021,10/18/2021,11:36:55 AM,CIRCLE K,801164,23.734,$3.33 ,$79.01 ,$0.00 ,$79.01 ,$79.01 
0147 - 2,CMTELLS,10/20/2021,10/18/2021,4:11:00 PM,SHELL,802330,25.95,$3.35 ,$86.93 ,$0.00 ,$86.93 ,$86.93 
0233 - 1,CMTELLS,10/20/2021,10/18/2021,9:37:54 AM,IRVING,802357,24.418,$3.36 ,$82.02 ,$0.00 ,$82.02 ,$82.02 
0150 - 1,RIVERSID,10/20/2021,10/18/2021,11:25:00 AM,SHELL,106861,12.1,$3.10 ,$37.50 ,$0.00 ,$37.50 ,$37.50 
0172 - 1,RIVERSID,10/20/2021,10/18/2021,12:57:26 PM,SPEEDWAY,102536,7.502,$3.10 ,$23.25 ,$0.00 ,$23.25 ,$23.25 
0325 - 1,RIVERSID,10/20/2021,10/18/2021,7:40:00 AM,MURPHY USA,109718,8.687,$2.88 ,$25.01 ,$0.00 ,$25.01 ,$25.01 
0280 - 1,CMATL,10/20/2021,10/18/2021,8:21:00 AM,BRANDED,1445,19.43,$3.09 ,$60.02 ,$0.00 ,$60.02 ,$60.02 
0146 - 3,CMATL,10/21/2021,10/18/2021,11:38:15 AM,QUIKTRIP,9357,18.784,$3.10 ,$58.21 ,$0.00 ,$58.21 ,$58.21 
0283 - 1,RMCOLUMB,10/20/2021,10/18/2021,8:27:00 AM,BP,209493,22.941,$3.15 ,$72.24 ,$0.00 ,$72.24 ,$72.24 
0202 - 1,COOLPIKE,10/20/2021,10/18/2021,12:52:00 PM,UNBRANDED,115243,16.137,$3.10 ,$50.01 ,$0.00 ,$50.01 ,$50.01 
0226 - 1,COOLHAZA,10/20/2021,10/18/2021,10:17:00 AM,SHELL,118847,13.61,$3.16 ,$43.00 ,$0.00 ,$43.00 ,$43.00 
0231 - 1,COOLLEXI,10/20/2021,10/18/2021,4:28:11 PM,SPEEDWAY,503672,22.072,$3.10 ,$68.40 ,$0.00 ,$68.40 ,$68.40 
0232 - 1,COOLLEXI,10/20/2021,10/18/2021,10:57:07 AM,SPEEDWAY,118137,20.586,$3.12 ,$64.21 ,$0.00 ,$64.21 ,$64.21 
0235 - 2,COOLNORT,10/20/2021,10/18/2021,3:46:22 PM,MARATHON,113038,10.168,$3.05 ,$31.00 ,$0.00 ,$31.00 ,$31.00 
0222 - 1,AMSFAIR,10/20/2021,10/18/2021,9:15:00 AM,SHELL,128379,14.09,$3.40 ,$47.90 ,$0.00 ,$47.90 ,$47.90 
0252 - 1,LOMADISO,10/20/2021,10/18/2021,10:02:05 AM,MARATHON,405293,10.347,$3.10 ,$32.07 ,$0.00 ,$32.07 ,$32.07 
0266 - 2,MMEJACKS,10/20/2021,10/18/2021,9:47:00 AM,SHELL,143795,6.38,$3.24 ,$20.67 ,$0.00 ,$20.67 ,$20.67 
0268 - 1,MMEJACKS,10/20/2021,10/18/2021,12:05:50 PM,GATE,147034,11.796,$3.10 ,$36.56 ,$0.00 ,$36.56 ,$36.56 
0270 - 1,MMEJACKS,10/20/2021,10/18/2021,8:37:00 PM,SHELL,148657,20.07,$3.30 ,$66.23 ,$0.00 ,$66.23 ,$66.23 
0288 - 1,MMEJACK,10/20/2021,10/18/2021,8:20:00 AM,RACEWAY,137919,10.148,$3.10 ,$31.45 ,$0.00 ,$31.45 ,$31.45 
0291 - 1,BB,10/19/2021,10/17/2021,6:40:21 PM,CIRCLE K,309522,14.603,$3.33 ,$48.61 ,$0.00 ,$48.61 ,$48.61 
0104 - 1,RMDUNCAN,10/19/2021,10/17/2021,12:33:00 PM,MURPHY USA,209493,6.781,$2.95 ,$20.00 ,$0.00 ,$20.00 ,$20.00 
0175 - 1,PAWILDER,10/19/2021,10/17/2021,10:39:00 AM,EXXONMOB,906,14.13,$3.20 ,$45.20 ,$0.00 ,$45.20 ,$45.20 
0297 - 1,CMATHENS,10/19/2021,10/17/2021,4:30:46 PM,CHVRNWF,8581,22.508,$3.30 ,$74.25 ,$0.00 ,$74.25 ,$74.25 
0046 - 2,CMATHENS,10/19/2021,10/17/2021,12:56:48 PM,QUIKTRIP,204736,12.281,$3.10 ,$38.06 ,$0.00 ,$38.06 ,$38.06 
0218 - 1,UNASSIGNED,10/19/2021,10/16/2021,12:51:06 PM,CIRCLE K,129000,20.83,$3.40 ,$70.80 ,$0.00 ,$70.80 ,$70.80 
0280 - 1,CMATL,10/19/2021,10/16/2021,9:21:00 AM,EXXONMOB,1445,16.446,$3.10 ,$50.97 ,$0.00 ,$50.97 ,$50.97 
0250 - 1,CM,10/19/2021,10/16/2021,12:02:10 PM,CIRCLE K,805334,10.919,$3.28 ,$35.80 ,$0.00 ,$35.80 ,$35.80 
0192 - 2,RMDUNCAN,10/19/2021,10/16/2021,5:46:00 PM,SPINX,203290,13.126,$3.10 ,$40.68 ,$9.00 ,$49.68 ,$40.68 
0194 - 1,RMDUNCAN,10/19/2021,10/16/2021,6:59:32 PM,QUIKTRIP,203773,23.413,$3.10 ,$72.56 ,$0.00 ,$72.56 ,$72.56 
0055 - 1,LOPADU,10/19/2021,10/16/2021,8:33:17 AM,MARATHON,408156,10.472,$3.12 ,$32.66 ,$0.00 ,$32.66 ,$32.66 
0290 - 1,LOPADU,10/19/2021,10/16/2021,9:36:00 PM,HUCKS,403213,20.706,$2.96 ,$61.27 ,$0.00 ,$61.27 ,$61.27 
0191 - 1,PAWILDER,10/20/2021,10/16/2021,6:44:36 PM,UNBRANDED,507519,17.147,$3.06 ,$52.45 ,$0.00 ,$52.45 ,$52.45 
0293 - 1,PAWILDER,10/20/2021,10/16/2021,2:25:20 PM,UNBRANDED,504253,12.785,$3.06 ,$39.11 ,$0.00 ,$39.11 ,$39.11 
0168 - 1,PAINDY,10/19/2021,10/16/2021,3:19:54 PM,SPEEDWAY,501627,25.149,$3.40 ,$85.48 ,$0.00 ,$85.48 ,$85.48 
0256 - 1,RMBEAU,10/19/2021,10/16/2021,10:00:00 AM,BP,203964,17.448,$4.00 ,$69.77 ,$0.00 ,$69.77 ,$69.77 
0193 - 2,RMCHARL,10/19/2021,10/16/2021,11:36:17 AM,QUIKTRIP,207134,20.498,$3.10 ,$63.52 ,$0.00 ,$63.52 ,$63.52 
0064 - 2,CMATL,10/19/2021,10/16/2021,7:14:00 AM,EXXONMOB,9649,12.676,$3.10 ,$39.28 ,$0.00 ,$39.28 ,$39.28 
0146 - 3,CMATL,10/19/2021,10/16/2021,10:51:07 AM,QUIKTRIP,9357,14.537,$3.10 ,$45.05 ,$0.00 ,$45.05 ,$45.05 
0280 - 1,CMATL,10/19/2021,10/16/2021,9:16:00 AM,EXXONMOB,7679,10.323,$3.10 ,$31.99 ,$0.00 ,$31.99 ,$31.99 
0298 - 1,UNASSIGNED,10/19/2021,10/16/2021,12:16:00 PM,EXXONMOB,209782,10.714,$3.10 ,$33.20 ,$10.00 ,$43.20 ,$33.20 
0176 - 2,BB,10/19/2021,10/15/2021,4:19:00 PM,EXXONMOB,302266,8.035,$3.20 ,$25.70 ,$0.00 ,$25.70 ,$25.70 
0298 - 1,UNASSIGNED,10/19/2021,10/15/2021,1:01:00 PM,SPINX,209782,6.178,$3.40 ,$21.00 ,$0.00 ,$21.00 ,$21.00 
0174 - 2,LO,10/19/2021,10/15/2021,8:37:29 AM,MARATHON,403564,9.784,$3.06 ,$29.93 ,$0.00 ,$29.93 ,$29.93 
0296 - 1,PA,10/19/2021,10/15/2021,12:55:54 PM,MARATHON,406635,23.217,$2.93 ,$68.00 ,$0.00 ,$68.00 ,$68.00 
0161 - 1,WHH,10/19/2021,10/15/2021,11:05:00 AM,EXXONMOB,603252,19.927,$3.20 ,$63.75 ,$0.00 ,$63.75 ,$63.75 
0007 - 4,BBPORT,10/19/2021,10/15/2021,9:44:03 AM,CIRCLE K,306430,12.821,$3.29 ,$42.17 ,$0.00 ,$42.17 ,$42.17 
0194 - 1,RMDUNCAN,10/19/2021,10/15/2021,10:23:10 AM,QUIKTRIP,203632,15.811,$3.10 ,$49.00 ,$0.00 ,$49.00 ,$49.00 
0263 - 1,RMDUNCAN,10/19/2021,10/15/2021,9:43:04 AM,QUIKTRIP,206672,9.743,$3.10 ,$30.19 ,$0.00 ,$30.19 ,$30.19 
0263 - 1,RMDUNCAN,10/19/2021,10/15/2021,8:33:24 PM,QUIKTRIP,206672,19.169,$3.10 ,$59.40 ,$0.00 ,$59.40 ,$59.40 
0183 - 2,CMGAINS,10/19/2021,10/15/2021,5:25:00 PM,EXXONMOB,7679,13.905,$3.15 ,$43.79 ,$0.00 ,$43.79 ,$43.79 
0262 - 1,CMGAINS,10/19/2021,10/15/2021,2:57:23 PM,CHVRNWF,7381,22.35,$3.16 ,$70.60 ,$0.00 ,$70.60 ,$70.60 
0035 - 1,CMATHENS,10/19/2021,10/15/2021,4:50:10 PM,CHVRNWF,8121,9.594,$3.10 ,$29.73 ,$0.00 ,$29.73 ,$29.73 
0040 - 2,CMATHENS,10/19/2021,10/15/2021,11:07:00 PM,SHELL,3556,13.83,$3.20 ,$44.26 ,$0.00 ,$44.26 ,$44.26 
0181 - 1,CMATHENS,10/19/2021,10/15/2021,4:38:47 PM,MARATHON,7088,19.141,$3.80 ,$72.72 ,$0.00 ,$72.72 ,$72.72 
0241 - 1,CMATHENS,10/19/2021,10/15/2021,8:10:00 AM,RACETRAC,2178,18.167,$3.10 ,$56.30 ,$0.00 ,$56.30 ,$56.30 
0241 - 1,CMATHENS,10/19/2021,10/15/2021,6:42:00 PM,EXXONMOB,2178,18.244,$3.10 ,$56.54 ,$0.00 ,$56.54 ,$56.54 
0254 - 1,CMATHENS,10/19/2021,10/15/2021,12:15:00 PM,DIAMOND,6411,15.92,$3.08 ,$49.02 ,$0.00 ,$49.02 ,$49.02 
0048 - 1,LOPADU,10/19/2021,10/15/2021,1:41:00 PM,EXXONMOB,408577,9.459,$2.95 ,$27.89 ,$0.00 ,$27.89 ,$27.89 
0130 - 1,LOPADU,10/19/2021,10/15/2021,1:18:32 PM,MARATHON,406005,18.376,$3.05 ,$56.03 ,$0.00 ,$56.03 ,$56.03 
0258 - 2,LOPADU,10/19/2021,10/15/2021,2:25:00 PM,MURPHY USA,403215,11.647,$2.92 ,$34.00 ,$0.00 ,$34.00 ,$34.00 
0264 - 1,LOPADU,10/19/2021,10/15/2021,2:52:31 PM,MARATHON,402539,7.91,$3.12 ,$24.67 ,$0.00 ,$24.67 ,$24.67 
0290 - 1,LOPADU,10/19/2021,10/15/2021,2:33:00 PM,HUCKS,403213,24.14,$2.94 ,$70.95 ,$0.00 ,$70.95 ,$70.95 
0049 - 2,LOMURR,10/19/2021,10/15/2021,6:44:25 AM,MARATHON,406152,8.331,$3.10 ,$25.82 ,$0.00 ,$25.82 ,$25.82 
0088 - 2,PAWILDER,10/19/2021,10/15/2021,10:28:48 AM,QUIKTRIP,206724,10.365,$3.10 ,$32.12 ,$0.00 ,$32.12 ,$32.12 
0092 - 1,PAWILDER,10/19/2021,10/15/2021,8:25:19 AM,MARATHON,508598,10.402,$3.00 ,$31.20 ,$0.00 ,$31.20 ,$31.20 
0151 - 1,PAWILDER,10/19/2021,10/15/2021,11:27:03 AM,UNION 76,508993,9.588,$3.13 ,$30.00 ,$7.96 ,$37.96 ,$30.00 
0293 - 1,PAWILDER,10/19/2021,10/15/2021,6:12:00 PM,SUNOCO,504253,20.994,$3.10 ,$65.06 ,$0.00 ,$65.06 ,$65.06 
0168 - 1,PAINDY,10/19/2021,10/15/2021,3:33:00 PM,SHELL,501627,24.41,$3.36 ,$82.00 ,$0.00 ,$82.00 ,$82.00 
0169 - 1,PAINDY,10/19/2021,10/15/2021,10:42:21 AM,SPEEDWAY,501674,20.89,$3.40 ,$71.01 ,$0.00 ,$71.01 ,$71.01 
0159 - 1,PALEX,10/19/2021,10/15/2021,11:18:00 AM,BP,509779,17.578,$3.13 ,$55.00 ,$0.00 ,$55.00 ,$55.00 
0239 - 1,RMBEAU,10/19/2021,10/15/2021,11:07:18 AM,UNBRANDED,203757,12.787,$3.10 ,$39.63 ,$0.00 ,$39.63 ,$39.63 
0244 - 1,RMBEAU,10/19/2021,10/15/2021,10:33:00 AM,UNBRANDED,209561,23.817,$3.15 ,$75.00 ,$0.00 ,$75.00 ,$75.00 
0133 - 1,RMMYRTLE,10/19/2021,10/15/2021,4:43:00 PM,SHELL,207523,19.3,$3.06 ,$59.04 ,($0.97),$58.07 ,$59.04 
0328 - 1,WHHRCHMN,10/19/2021,10/15/2021,1:57:00 PM,WAWA,29534,8.599,$3.20 ,$27.51 ,$0.00 ,$27.51 ,$27.51 
0172 - 1,RIVERSID,10/19/2021,10/15/2021,10:05:01 AM,SPEEDWAY,102536,4.806,$3.20 ,$15.37 ,$0.00 ,$15.37 ,$15.37 
0289 - 1,RIVERSID,10/19/2021,10/15/2021,11:28:16 AM,KROGER,102838,21.394,$2.90 ,$62.02 ,($0.64),$61.38 ,$62.02 
0145 - 2,CMATL,10/19/2021,10/15/2021,11:53:45 AM,CHEVRON,1731,20.719,$3.05 ,$63.17 ,$0.00 ,$63.17 ,$63.17 
0146 - 3,CMATL,10/19/2021,10/15/2021,12:14:43 PM,QUIKTRIP,9357,18.182,$3.10 ,$56.35 ,$0.00 ,$56.35 ,$56.35 
0280 - 1,CMATL,10/19/2021,10/15/2021,8:37:00 AM,BRANDED,1445,12.242,$3.10 ,$37.94 ,$0.00 ,$37.94 ,$37.94 
0281 - 1,CMATL,10/19/2021,10/15/2021,4:22:02 PM,CHVRNWF,7679,19.679,$3.30 ,$64.92 ,$0.00 ,$64.92 ,$64.92 
0283 - 1,RMCOLUMB,10/19/2021,10/15/2021,12:47:00 PM,SHELL,206682,7.06,$3.40 ,$24.00 ,$15.00 ,$39.00 ,$24.00 
0223 - 2,COOLPRES,10/19/2021,10/15/2021,2:13:00 PM,SHELL,110467,6.56,$3.16 ,$20.74 ,$0.00 ,$20.74 ,$20.74 
0224 - 2,COOLPRES,10/19/2021,10/15/2021,1:53:42 PM,MARATHON,119364,7.563,$3.14 ,$23.74 ,$0.00 ,$23.74 ,$23.74 
0227 - 1,COOLPRES,10/19/2021,10/15/2021,10:37:13 AM,MARATHON,113859,19.121,$3.14 ,$60.02 ,$0.00 ,$60.02 ,$60.02 
0209 - 1,COOLPIKE,10/19/2021,10/15/2021,2:37:56 PM,MARATHON,116605,11.486,$3.14 ,$36.05 ,$0.00 ,$36.05 ,$36.05 
0228 - 1,COOLPIKE,10/19/2021,10/15/2021,7:56:50 PM,MARATHON,118215,17.839,$3.00 ,$53.50 ,$0.00 ,$53.50 ,$53.50 
0231 - 1,COOLLEXI,10/19/2021,10/15/2021,12:29:20 PM,SPEEDWAY,503672,21.107,$3.16 ,$66.68 ,$0.00 ,$66.68 ,$66.68 
0232 - 1,COOLLEXI,10/19/2021,10/15/2021,10:36:07 AM,SPEEDWAY,118137,10.752,$3.13 ,$33.64 ,$0.00 ,$33.64 ,$33.64 
0229 - 1,COOLLOUI,10/19/2021,10/15/2021,2:56:20 PM,MARATHON,119344,8.712,$3.10 ,$27.00 ,$0.00 ,$27.00 ,$27.00 
0266 - 2,MMEJACKS,10/19/2021,10/15/2021,11:34:00 AM,WAWA,143795,8.382,$3.16 ,$26.48 ,$0.00 ,$26.48 ,$26.48 
0268 - 1,MMEJACKS,10/19/2021,10/15/2021,10:16:00 AM,WAWA,147034,9.686,$3.06 ,$29.63 ,$0.00 ,$29.63 ,$29.63 
0269 - 1,MMEJACKS,10/19/2021,10/15/2021,2:14:00 PM,FLYING J,29057,11.811,$3.10 ,$36.60 ,$0.00 ,$36.60 ,$36.60 
0270 - 1,MMEJACKS,10/19/2021,10/15/2021,3:04:00 PM,SHELL,148657,15.07,$3.16 ,$47.63 ,$0.00 ,$47.63 ,$47.63 
0272 - 1,MMEJACKS,10/19/2021,10/15/2021,10:46:00 AM,RACETRAC,145665,20.475,$3.07 ,$62.84 ,$0.00 ,$62.84 ,$62.84 
0273 - 1,MMEJACKS,10/19/2021,10/15/2021,11:57:00 AM,EXXONMOB,145531,21.472,$3.14 ,$67.40 ,$0.00 ,$67.40 ,$67.40 
0287 - 1,MMEJACK,10/19/2021,10/15/2021,9:58:00 AM,BP,149889,22.662,$3.20 ,$72.50 ,$0.00 ,$72.50 ,$72.50 
0303 - 1,MSPCORIN,10/19/2021,10/15/2021,9:00:44 AM,UNION 76,159744,19.197,$2.90 ,$55.65 ,$0.00 ,$55.65 ,$55.65 
0278 - 1,MSPNEWAL,10/19/2021,10/15/2021,2:48:00 PM,DIAMOND,156272,10.744,$2.97 ,$31.90 ,$0.00 ,$31.90 ,$31.90 
0308 - 1,CPOPARAG,10/19/2021,10/15/2021,3:36:38 PM,UNBRANDED,165491,13.893,$2.92 ,$40.55 ,$0.00 ,$40.55 ,$40.55 
0313 - 1,CPOSENAT,10/19/2021,10/15/2021,3:40:03 PM,UNBRANDED,163381,13.899,$3.00 ,$41.68 ,$0.00 ,$41.68 ,$41.68 
0311 - 1,CPOSENAT,10/19/2021,10/15/2021,11:41:00 AM,MURPHY USA,163550,15.26,$2.90 ,$44.24 ,$0.00 ,$44.24 ,$44.24 
0312 - 1,CPOSENAT,10/19/2021,10/15/2021,8:21:47 AM,KUM & GO,162329,10.206,$2.94 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0315 - 1,CPOSENAT,10/19/2021,10/15/2021,9:13:39 AM,UNBRANDED,162966,10.002,$3.00 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0178 - 1,CM,10/18/2021,10/14/2021,1:26:00 PM,RACEWAY,7112,9.895,$3.06 ,$30.27 ,$0.00 ,$30.27 ,$30.27 
0187 - 1,CM,10/18/2021,10/14/2021,1:43:00 PM,RACETRAC,6426,11.726,$3.10 ,$36.34 ,$0.00 ,$36.34 ,$36.34 
0250 - 1,CM,10/18/2021,10/14/2021,11:23:22 AM,CIRCLE K,805334,12.006,$3.25 ,$39.01 ,$0.00 ,$39.01 ,$39.01 
0251 - 1,CM,10/18/2021,10/14/2021,7:10:07 PM,CHVRNWF,9485,13.48,$3.10 ,$41.77 ,$0.00 ,$41.77 ,$41.77 
0308 - 1,CPOPARAG,10/18/2021,10/14/2021,1:10:00 PM,BP,165491,12.527,$3.00 ,$37.57 ,$0.00 ,$37.57 ,$37.57 
0315 - 1,CPOSENAT,10/19/2021,10/14/2021,8:54:04 AM,UNBRANDED,162966,10.004,$3.00 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0267 - 1,MMEJACKS,10/18/2021,10/14/2021,10:47:50 PM,7-ELEVEN,147657,17.804,$3.14 ,$55.89 ,$0.00 ,$55.89 ,$55.89 
0270 - 1,MMEJACKS,10/18/2021,10/14/2021,10:04:08 AM,GATE,148657,19.08,$3.10 ,$59.13 ,$0.00 ,$59.13 ,$59.13 
0271 - 1,MMEJACKS,10/18/2021,10/14/2021,4:26:00 PM,EXXONMOB,149260,9.309,$3.10 ,$28.85 ,$0.00 ,$28.85 ,$28.85 
0302 - 1,MSPCORIN,10/18/2021,10/14/2021,3:07:00 PM,UNBRANDED,159744,16.903,$3.00 ,$50.69 ,$0.00 ,$50.69 ,$50.69 
0228 - 1,COOLPIKE,10/18/2021,10/14/2021,1:13:00 PM,MURPHY USA,118215,19.175,$3.13 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0204 - 1,COOLHAZA,10/18/2021,10/14/2021,12:31:00 PM,BP,117771,17.893,$3.10 ,$55.45 ,$0.00 ,$55.45 ,$55.45 
0226 - 1,COOLHAZA,10/18/2021,10/14/2021,11:06:00 AM,SHELL,118847,16.14,$3.16 ,$51.00 ,$0.00 ,$51.00 ,$51.00 
0232 - 1,COOLLEXI,10/18/2021,10/14/2021,12:20:34 PM,MARATHON,118137,13.229,$3.13 ,$41.39 ,$0.00 ,$41.39 ,$41.39 
0229 - 1,COOLLOUI,10/18/2021,10/14/2021,12:09:59 PM,PILOT,119344,8.128,$3.20 ,$26.00 ,$0.00 ,$26.00 ,$26.00 
0213 - 2,COOLNORT,10/18/2021,10/14/2021,4:44:00 PM,DIAMOND,118328,20.18,$3.16 ,$63.75 ,$0.00 ,$63.75 ,$63.75 
0064 - 2,CMATL,10/18/2021,10/14/2021,12:48:00 PM,RACETRAC,9649,13.749,$3.10 ,$42.61 ,$0.00 ,$42.61 ,$42.61 
